id	offset	orig_size_bytes	english	control_codes	n_chars	n_lines	references	context	french	status
ODYSSEY-TXT-003221	0x04166E1	6	Exit.		5	1	0x0131F60	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003222	0x041670A	12	Treas.Pouch		11	1	0x013D6E0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003223	0x0416716	6	Exit.		5	1	0x013D590	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003224	0x0416741	5	Exit		4	1	0x03DF0AC	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003225	0x0416757	6	Exit.		5	1	0x009B384	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003226	0x0416766	40	<FD:02>? Certainly.<FE>How many would you like?	FD;FE	36	2	0x009BC98	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003227	0x041678E	45	<FD:02>, and you want <FD:03>.<FE>That will be $<FD:04>. Okay?	FD;FE	37	2	0x009BE4C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003228	0x04167E7	25	Here you are!<FE>Thank you!	FE	23	2	0x009BEEC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003229	0x0416842	31	You don’t have enough money.<FC:09>	FC	28	1	0x009BC74	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003230	0x0416861	39	You have no more room for this<FE>item.<FC:09>	FC;FE	35	2	0x009BF04	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003231	0x041689E	33	Is there anything else I can do?		32	1	0x009ADB8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003232	0x04168B8	7	an do?		6	1	0x070EC80	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003233	0x0416911	37	<FD:02>?<FE>How many would you like to sell?	FD;FE	33	2	0x010A64C,0x01329BC,0x013E4DC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003234	0x0416936	35	I can pay $<FD:04>.<FE>Would that be okay?	FD;FE	31	2	0x010A704,0x0132A2C,0x013E54C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003235	0x0416984	9	Send Out		8	1	0x045A670	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003236	0x041698D	7	Switch		6	1	0x045A620	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003237	0x04169A3	6	ENTER		5	1	0x045A678	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003238	0x04169A9	9	NO ENTRY		8	1	0x045A680	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003239	0x04169B7	5	Read		4	1	0x045A658	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003240	0x04169BC	6	TRADE		5	1	0x045A698,0x045A6A0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003241	0x04169C2	3	HP		2	1	0x0125174,0x1A13B64,0x1B22284	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003242	0x04169C5	8	Sp. Atk		7	1	0x01251B4,0x1A13B68,0x1B22288	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003243	0x04169CD	8	Sp. Def		7	1	0x01251D0,0x1A13B6C,0x1B2228C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003244	0x04169D5	3	Ok		2	1	0x012117C	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003245	0x04169DC	28	It won’t have any effect.<FC:09>	FC	25	1	0x00A1ECC,0x0125214,0x0125378,0x0125448,0x0125870,0x012599C,0x0126328,0x0126A90,0x0126BC0,0x1A13B7C,0x1A32F28,0x1B2229C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003246	0x0416A1E	28	<FD:02> can’t be switched<FE>out!<FC:09>	FC;FD;FE	22	2	0x0127CA8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003247	0x0416A3A	27	<FD:02> is already<FE>in battle!<FC:09>	FC;FD;FE	21	2	0x0127C60	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003248	0x0416A55	32	<FD:02> has already been<FE>selected.<FC:09>	FC;FD;FE	26	2	0x0127BD4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003249	0x0416A75	35	<FD:02> has no energy<FE>left to battle!<FC:09>	FC;FD;FE	29	2	0x0127B38	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003250	0x0416ACB	23	An EGG can’t battle!<FC:09>	FC	20	1	0x0127BA0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003251	0x0416AE2	52	This can’t be used until a new<FE>BADGE is obtained.<FC:09>	FC;FE	48	2	0x012464C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003252	0x0416B64	34	Send the removed MAIL to<FE>your PC?	FE	32	2	0x0123E4C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003253	0x0416B86	32	The MAIL was sent to your PC.<FC:09>	FC	29	1	0x0123EEC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003254	0x0416BA6	29	Your PC’s MAILBOX is full.<FC:09>	FC	26	1	0x0123F10	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003255	0x0416BC3	56	If the MAIL is removed, the<FE>message will be lost. Okay?	FE	54	2	0x0123F40	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003256	0x0416BFB	47	MAIL must be removed before<FE>holding an item.<FC:09>	FC;FE	43	2	0x0127378	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003257	0x0416C2A	31	<FD:02> was given the<FE><FD:03> to hold.<FC:09>	FC;FD;FE	23	2	0x01204A8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003258	0x0416C49	70	<FD:02> is already holding<FE>one <FD:03>.<FB>Would you like to switch the<FE>two items?	FB;FD;FE	62	3	0x0120554	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003259	0x0416C8F	29	<FD:02> isn’t holding<FE>anything.<FC:09>	FC;FD;FE	23	2	0x0123CBC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003260	0x0416CAC	27	Received the <FD:03><FE>from <FD:02>.<FC:09>	FC;FD;FE	19	2	0x0120508	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003261	0x0416CEA	45	The <FD:03> was taken and<FE>replaced with the <FD:02>.<FC:09>	FC;FD;FE	37	2	0x01205C4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003262	0x0416D4F	41	MAIL was transferred from<FE>the MAILBOX.<FC:09>	FC;FE	37	2	0x012749C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003263	0x0416DB3	15	<FD:02> learned<FE><FD:03>!	FD;FE	9	2	0x0125CE8,0x0126888	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003264	0x0416DF7	116	<FD:02> wants to learn the<FE>move <FD:03>.<FB>However, <FD:02> already<FE>knows four moves.<FB>Should a move be deleted and<FE>replaced with <FD:03>?	FB;FD;FE	102	4	0x0125C2C,0x0126280,0x01267F8,0x0126EA4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003265	0x0416E6B	25	Stop trying to teach<FE><FD:03>?	FD;FE	21	2	0x0126130	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003266	0x0416E84	32	<FD:02> did not learn the<FE>move <FD:03>.<FC:09>	FC;FD;FE	24	2	0x0126204	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003267	0x0416EA4	34	Which move should be forgotten?<FC:09>	FC	31	1	0x0125DFC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003268	0x0416F10	23	<FD:02> already knows<FE><FD:03>.<FC:09>	FC;FD;FE	15	2	0x0125C08,0x0126E80	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003269	0x0416F4E	33	<FD:02> was cured of its<FE>poisoning.<FC:09>	FC;FD;FE	27	2	0x01250D8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003270	0x0416F6F	29	<FD:02> was cured of<FE>paralysis.<FC:09>	FC;FD;FE	23	2	0x0125128	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003271	0x0416FB2	21	<FD:02> was thawed out.<FC:09>	FC;FD	16	1	0x0125114	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003272	0x0416FC7	19	PP was restored.<FC:09>	FC	16	1	0x0125200	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003273	0x0417017	27	<FD:02> was elevated to<FE>Lv. <FD:03>.	FD;FE	21	2	0x0126434	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003274	0x0417032	32	<FD:02>’s base <FD:03><FE>stat was raised.<FC:09>	FC;FD;FE	24	2	0x01251D8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003275	0x0417052	35	<FD:02> snapped out of its<FE>confusion.<FC:09>	FC;FD;FE	29	2	0x012513C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003276	0x0417075	31	<FD:02> got over its<FE>infatuation.<FC:09>	FC;FD;FE	25	2	0x0125150	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003277	0x04170E0	28	An EGG can’t be traded now.		27	1	0x012447C,0x0261F10,0x045A7FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003278	0x0417164	39	You can’t trade with that<FE>TRAINER now.	FE	37	2	0x045A804,0x045A808	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003279	0x04171CC	19	That isn’t an EGG.		18	1	0x045A7EC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003280	0x04171F1	15	Move to where?		14	1	0x045A2F4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003281	0x0417258	24	There’s nothing to CUT.		23	1	0x045A304	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003282	0x0417270	17	No SURFING here!		16	1	0x045A308	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003283	0x0417281	24	You’re already SURFING.		23	1	0x045A30C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003284	0x0417299	21	Can’t use that here.		20	1	0x045A31C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003285	0x04172D5	22	Do what with an item?		21	1	0x045A34C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003286	0x04172EB	22	No battling this way!		21	1	0x045A320	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003287	0x0417334	3	d.		2	1	0x040DF84	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003288	0x041734D	20	No same hold items!		19	1	0x045A338	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003289	0x0417361	30	The current is much too fast!		29	1	0x045A310	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003290	0x041737F	23	Do what with the MAIL?		22	1	0x045A350	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003291	0x04173E4	21	Let’s enjoy cycling!		20	1	0x045A314	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003292	0x04173F9	24	This is in use already.		23	1	0x045A318	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003293	0x0417411	8	Useless		7	1	0x045A354	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003294	0x0417419	5	ABLE		4	1	0x045A358	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003295	0x041741E	6	FIRST		5	1	0x045A35C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003296	0x0417424	7	SECOND		6	1	0x045A360	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003297	0x041742B	6	THIRD		5	1	0x045A364	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003298	0x0417431	5	ABLE		4	1	0x045A368	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003299	0x0417436	9	NOT ABLE		8	1	0x045A36C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003300	0x0417533	21	Cut a tree or grass.		20	1	0x045A380	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003301	0x0417548	21	Fly to a known town.		20	1	0x045A384	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003302	0x041755D	17	Travel on water.		16	1	0x045A38C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003303	0x041756E	21	Move heavy boulders.		20	1	0x045A388	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003304	0x0417583	19	Light up darkness.		18	1	0x045A37C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003305	0x0417596	24	Shatter a cracked rock.		23	1	0x045A390	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003306	0x04175AE	19	Climb a waterfall.		18	1	0x045A394	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003307	0x04175CC	18	Escape from here.		17	1	0x045A39C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003308	0x04175F1	10	Share HP.		9	1	0x045A3A0,0x045A3A4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003309	0x04175FB	26	Return to a healing spot.		25	1	0x045A398	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003310	0x0417615	43	Want to escape from here and return<FE>to <FD:02>?	FD;FE	39	2	0x0124744	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003311	0x0417640	52	Want to return to the healing spot<FE>used last in <FD:02>?	FD;FE	48	2	0x01246EC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003312	0x041767B	8	Defense		7	1	0x0125194,0x1A13B74,0x1B22294	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003313	0x04176B8	22	Cancel participation?		21	1	0x0120A84	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003314	0x04176CF	19	Cancel the battle?		18	1	0x011FE64	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003315	0x04176E2	8	Go back		7	1	0x04021F8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003316	0x04176FE	5	Mail		4	1	0x00EBF34,0x04021F0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003317	0x0417741	28	Take out items from the PC.		27	1	0x04021DC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003318	0x0417774	22	There are no items.<FC:09>	FC	19	1	0x00EBCA4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003319	0x041778A	34	There is no more<FE>room in the Bag.	FE	32	2	0x010E4EC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003320	0x04177D8	5	READ		4	1	0x0402228	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003321	0x04177DD	12	MOVE TO BAG		11	1	0x0402230	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003322	0x04177E9	5	GIVE		4	1	0x0402238	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003323	0x04177EE	22	There are no Mails.<FC:09>	FC	19	1	0x00EB938,0x00EB9B0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003324	0x0417806	42	What would you like to do with<FE><FD:02>’s MAIL?	FD;FE	38	2	0x00EC08C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003325	0x0417830	40	The message will be lost.<FE>Is that okay?	FE	38	2	0x00EC2F4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003326	0x0417858	19	The BAG is full.<FC:09>	FC	16	1	0x00EC3AC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003327	0x041786B	60	The MAIL was returned to the BAG<FE>with its message erased.<FC:09>	FC;FE	56	2	0x00EC3F0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003328	0x04178B5	9	Withdraw		8	1	0x0453F74	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003329	0x04178BE	6	Exit.		5	1	0x010DA18	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003330	0x04178D0	10	LT. SURGE		9	1	0x0113444	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003331	0x04178DA	5	KOGA		4	1	0x0113458	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003332	0x04178E6	5	INFO		4	1	0x03DFE58,0x03DFE78,0x03DFE98	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003333	0x04178EB	5	EGGS		4	1	0x03DFDE0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003334	0x04178F0	13	Hall Of Fame		12	1	0x03DFD80,0x03DFDC8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003335	0x04178FD	10	VICTORIES		9	1	0x03DFDA0,0x03DFDD0,0x03DFDE8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003336	0x0417907	5	QUIT		4	1	0x03DFD88,0x03DFDA8,0x03DFDD8,0x03DFDF0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003337	0x0417929	5	QUIT		4	1	0x03E0260,0x03F5C98	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003338	0x0417938	4	Yes		3	1	0x012A514,0x0155858,0x0155914,0x03DFD50,0x03DFE48,0x03DFE88	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003339	0x041793C	3	No		2	1	0x012A518,0x015585C,0x0155918,0x03DFD58,0x03DFE50,0x03DFE90	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003340	0x0417944	14	SINGLE BATTLE		13	1	0x03DFE60	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003341	0x0417952	14	DOUBLE BATTLE		13	1	0x03DFE68	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003342	0x0417960	13	MULTI BATTLE		12	1	0x03DFE70	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003343	0x041796D	5	Heal		4	1	0x03DFEA0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003344	0x041797F	5	Info		4	1	0x03DFEA8	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003345	0x0417984	8	Talrega		7	1	0x03DFF30	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003346	0x041799A	10	Yggdrasil		9	1	0x03DFF38	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003347	0x04179AD	16	Sea of Galazeah		15	1	0x03DFF40	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003348	0x0417A02	10	RED SHARD		9	1	0x03E00C0,0x03E00F0,0x03E0128,0x03E0168	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003349	0x0417A0C	13	YELLOW SHARD		12	1	0x03E00D8,0x03E00F8,0x03E0148,0x03E0170	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003350	0x0417A19	11	BLUE SHARD		10	1	0x03E0110,0x03E0130,0x03E0150,0x03E0178	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003351	0x0417A24	12	GREEN SHARD		11	1	0x03E00B0,0x03E00C8,0x03E00E0,0x03E0100,0x03E0118,0x03E0138,0x03E0158,0x03E0180	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003352	0x0417A37	6	Right		5	1	0x03DFFD8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003353	0x0417A3D	5	Left		4	1	0x03DFFE0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003354	0x0417ABF	5	COOL		4	1	0x03E06B8	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003355	0x0417AC4	7	BEAUTY		6	1	0x03E06BC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003356	0x0417ACB	5	CUTE		4	1	0x03E06C0	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003357	0x0417AD0	6	SMART		5	1	0x03E06C4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003358	0x0417AD6	6	TOUGH		5	1	0x03E06C8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003359	0x0417AF4	5	COOL		4	1	0x03E06CC	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003360	0x0417AF9	7	BEAUTY		6	1	0x03E06D0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003361	0x0417B00	5	CUTE		4	1	0x03E06D4	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003362	0x0417B05	6	SMART		5	1	0x03E06D8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003363	0x0417B0B	6	TOUGH		5	1	0x03E06DC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003364	0x0417B11	6	ITEMS		5	1	0x03E06E0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003365	0x0417B17	10	KEY ITEMS		9	1	0x03E06E4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003366	0x0417B36	8	BERRIES		7	1	0x03E06F0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003367	0x0417B3E	13	BOULDERBADGE		12	1	0x03E06F4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003368	0x0417B4B	13	CASCADEBADGE		12	1	0x03E06F8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003369	0x0417B58	13	THUNDERBADGE		12	1	0x03E06FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003370	0x0417B65	13	RAINBOWBADGE		12	1	0x03E0700	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003371	0x0417B72	10	SOULBADGE		9	1	0x03E0704	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003372	0x0417B7C	11	MARSHBADGE		10	1	0x03E0708	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003373	0x0417B87	13	VOLCANOBADGE		12	1	0x03E070C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003374	0x0417B94	11	EARTHBADGE		10	1	0x03E0710	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003375	0x0417B9F	4	PSS		3	1	0x009D248	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003376	0x0417BAC	10	BILL’S PC		9	1	0x009D1E0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003377	0x0417BBE	13	Hall of Fame		12	1	0x009D12C	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003378	0x0417BCB	8	Log Off		7	1	0x009D130,0x009D1D8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003379	0x0417BD3	11	Dex Rating		10	1	0x009D128,0x009D1D4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003380	0x0417C0F	12	FRESH WATER		11	1	0x03E0038	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003381	0x0417C1B	9	SODA POP		8	1	0x03E0028,0x03E0040	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003382	0x0417C24	9	LEMONADE		8	1	0x03E0050	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003383	0x0417C2D	6	COINS		5	1	0x00D06CC,0x00D07C4,0x03E0714	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003384	0x0417C55	8	Stamina		7	1	0x03E01C8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003385	0x0417C6A	13	Mining Point		12	1	0x03E01D0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003386	0x0417C83	16	Gathering Point		15	1	0x03E01D8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003387	0x0417C9D	14	Headbutt tree		13	1	0x03E01E0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003388	0x0417CB7	7	F.O.E.		6	1	0x03E01E8	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003389	0x0417D4C	10	NO THANKS		9	1	0x03DFFA8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003390	0x0417D56	13	HELIX FOSSIL		12	1	0x03DFED0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003391	0x0417D6F	10	Questions		9	1	0x03DFEF0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003392	0x0417D79	13	TRADE CENTER		12	1	0x03E01F8,0x03E0350	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003393	0x0417D86	10	COLOSSEUM		9	1	0x03E0200	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003394	0x0417D90	16	Game Link cable		15	1	0x03E0210	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003395	0x0417DA0	9	Wireless		8	1	0x03E0218	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003396	0x0417DE1	12	Treas.Pouch		11	1	0x03E0728	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003397	0x0417DED	6	OTHER		5	1	0x009D8B8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003398	0x0417DF3	11	ONE ISLAND		10	1	0x03E0408,0x03E17E4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003399	0x0417DFE	10	Bulbasaur		9	1	0x03E0268,0x03E17E8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003400	0x0417E09	13	THREE ISLAND		12	1	0x03E0410,0x03E17EC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003401	0x0417E16	12	FOUR ISLAND		11	1	0x03E17F0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003402	0x0417E22	12	FIVE ISLAND		11	1	0x03E17F4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003403	0x0417E2E	11	SIX ISLAND		10	1	0x03E17F8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003404	0x0417E39	13	SEVEN ISLAND		12	1	0x03E17FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003405	0x0417E46	10	VERMILION		9	1	0x03E0400,0x03E0440,0x03E17E0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003406	0x0417E50	10	COLOSSEUM		9	1	0x03E0358	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003407	0x0417E5A	12	Lentiscelta		11	1	0x03E02C0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003408	0x0417E72	9	Bookcase		8	1	0x10C1D00	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003409	0x0417E7F	7	Plants		6	1	0x10C1D08	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003410	0x0417E94	7	1 unit		6	1	0x03E0318	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003411	0x0417EA4	8	5 units		7	1	0x03E0320	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003412	0x0417F69	14	BECOME LEADER		13	1	0x03E0470	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003413	0x0417F77	11	JOIN GROUP		10	1	0x03E0468	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003414	0x0417F82	7	SINGLE		6	1	0x03E0480,0x03FE9C4	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003415	0x0417F89	7	DOUBLE		6	1	0x03E0488,0x03FE9C8	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003416	0x0417F90	9	KNOCKOUT		8	1	0x03E0490,0x03FE9CC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003417	0x0417F99	6	MIXED		5	1	0x03E0498,0x03FE9D0	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003418	0x0417FBB	8	Big guy		7	1	0x00CA6FC	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003419	0x0417FC3	9	Big girl		8	1	0x00CA710	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003420	0x0417FCC	4	son		3	1	0x00CA748	UNKNOWN		SKIP_NOISE
ODYSSEY-TXT-003421	0x0417FD0	9	daughter		8	1	0x00CA734	UNKNOWN		UNTRANSLATED
ODYSSEY-TXT-003422	0x0417FD9	13	BOULDERBADGE		12	1	0x03F5BCC	UNKNOWN		UNTRANSLATED
