region,offset_start,offset_end,entropy,zero_ratio,ff_ratio,comp_sig_count,comp_lz77,comp_huffman,comp_rle,ptr_target_count,ptr_ref_sum,string_count,string_bytes,repeated_block_count,arm_bl_target_count,thumb_bl_target_count,classification,confidence
995,0xf8c000,0xf8ffff,2.9728,0.6586,0.0155,12,0,3,9,144,173,127,1130,0,125,71,zone_indeterminee,10
996,0xf90000,0xf93fff,2.6577,0.7192,0.0020,29,27,0,2,63,72,84,893,0,184,62,zone_indeterminee,10
997,0xf94000,0xf97fff,3.3954,0.6402,0.0026,0,0,0,0,37,51,73,440,0,189,49,zone_indeterminee,10
998,0xf98000,0xf9bfff,3.1852,0.6530,0.0000,0,0,0,0,37,50,77,435,0,157,74,zone_indeterminee,10
999,0xf9c000,0xf9ffff,3.4466,0.6409,0.0049,0,0,0,0,133,162,75,593,0,172,47,zone_indeterminee,10
1000,0xfa0000,0xfa3fff,3.2073,0.6517,0.0004,0,0,0,0,57,72,89,541,0,168,64,zone_indeterminee,10
1001,0xfa4000,0xfa7fff,2.8172,0.7121,0.0053,16,1,2,13,38,53,58,423,0,171,55,zone_indeterminee,10
1002,0xfa8000,0xfabfff,2.4341,0.7663,0.0062,8,2,0,6,39,56,19,117,0,128,60,zone_indeterminee,10
1003,0xfac000,0xfaffff,3.8005,0.5081,0.0001,13,1,0,12,150,173,94,2405,0,179,46,zone_indeterminee,10
1004,0xfb0000,0xfb3fff,3.0228,0.6886,0.0016,43,3,22,18,64,81,75,689,0,149,39,zone_indeterminee,10
1005,0xfb4000,0xfb7fff,2.8694,0.7129,0.0092,19,0,0,19,49,65,45,472,0,144,52,zone_indeterminee,10
1006,0xfb8000,0xfbbfff,3.0174,0.6730,0.0096,7,1,0,6,38,38,71,978,0,140,67,zone_indeterminee,10
1007,0xfbc000,0xfbffff,3.0064,0.6653,0.0134,19,0,0,19,150,186,84,908,0,123,66,zone_indeterminee,10
1008,0xfc0000,0xfc3fff,3.0630,0.6594,0.0039,32,26,0,6,84,87,101,1251,0,109,81,zone_indeterminee,10
1009,0xfc4000,0xfc7fff,3.0643,0.6574,0.0115,36,0,1,35,38,38,83,858,0,123,105,zone_indeterminee,10
1010,0xfc8000,0xfcbfff,3.2113,0.6442,0.0171,11,0,0,11,67,214,97,836,0,140,83,zone_indeterminee,10
1011,0xfcc000,0xfcffff,3.3516,0.6224,0.0147,9,0,4,5,168,212,137,949,0,115,61,zone_indeterminee,10
1012,0xfd0000,0xfd3fff,3.3838,0.6283,0.0073,40,3,33,4,73,103,138,1136,0,131,85,zone_indeterminee,10
1013,0xfd4000,0xfd7fff,3.0206,0.6763,0.0057,24,18,0,6,41,41,39,296,0,158,70,zone_indeterminee,10
1014,0xfd8000,0xfdbfff,2.9664,0.6786,0.0069,28,18,0,10,39,39,80,866,0,138,89,zone_indeterminee,10
1015,0xfdc000,0xfdffff,3.0733,0.6838,0.0012,1,0,0,1,178,222,38,564,0,194,52,zone_indeterminee,10
1016,0xfe0000,0xfe3fff,2.8559,0.7083,0.0015,1,0,1,0,92,112,70,396,0,164,53,zone_indeterminee,10
1017,0xfe4000,0xfe7fff,2.0002,0.8057,0.0000,0,0,0,0,27,33,11,55,0,155,64,zone_indeterminee,10
1018,0xfe8000,0xfebfff,2.7601,0.7136,0.0054,3,0,0,3,35,44,47,273,0,127,63,zone_indeterminee,10
1019,0xfec000,0xfeffff,3.0548,0.6793,0.0077,6,2,0,4,201,255,40,266,0,146,80,table_pointeurs_probable,45
1020,0xff0000,0xff3fff,3.4694,0.6313,0.0056,1,1,0,0,112,134,46,260,0,154,63,zone_indeterminee,10
1021,0xff4000,0xff7fff,2.1490,0.7900,0.0042,5,1,4,0,40,53,32,190,0,168,81,zone_indeterminee,10
1022,0xff8000,0xffbfff,2.4012,0.7524,0.0122,14,0,0,14,18,22,63,454,0,135,73,zone_indeterminee,10
1023,0xffc000,0xffffff,3.6190,0.6056,0.0107,0,0,0,0,208,296,74,551,0,133,68,table_pointeurs_probable,46
1024,0x1000000,0x1003fff,3.1278,0.6784,0.0043,0,0,0,0,294,788,45,240,0,123,51,table_pointeurs_probable,56
1025,0x1004000,0x1007fff,2.8068,0.7056,0.0001,2,0,0,2,150,216,42,256,0,146,49,zone_indeterminee,10
1026,0x1008000,0x100bfff,2.2274,0.7767,0.0001,0,0,0,0,108,131,25,182,0,150,70,zone_indeterminee,10
1027,0x100c000,0x100ffff,2.7046,0.7245,0.0116,19,16,0,3,259,345,42,312,0,153,34,table_pointeurs_probable,47
1028,0x1010000,0x1013fff,2.7349,0.7222,0.0073,0,0,0,0,140,190,44,234,0,135,34,zone_indeterminee,10
1029,0x1014000,0x1017fff,3.0400,0.6861,0.0003,1,1,0,0,57,70,33,203,0,168,58,zone_indeterminee,10
1030,0x1018000,0x101bfff,3.2372,0.6290,0.0036,0,0,0,0,44,64,41,233,0,196,45,zone_indeterminee,10
1031,0x101c000,0x101ffff,1.7780,0.8278,0.0021,2,2,0,0,195,257,25,156,0,177,42,table_pointeurs_probable,45
1032,0x1020000,0x1023fff,3.2125,0.6632,0.0084,0,0,0,0,134,161,60,418,0,178,39,zone_indeterminee,10
1033,0x1024000,0x1027fff,2.7508,0.7218,0.0039,1,1,0,0,46,61,52,372,0,140,53,zone_indeterminee,10
1034,0x1028000,0x102bfff,3.1764,0.6378,0.0059,21,1,13,7,37,46,54,397,0,148,59,zone_indeterminee,10
1035,0x102c000,0x102ffff,4.3855,0.3537,0.0030,2,0,2,0,159,262,126,1295,0,151,47,table_pointeurs_probable,45
1036,0x1030000,0x1033fff,4.7818,0.1876,0.0060,0,0,0,0,167,207,242,4915,0,137,64,zone_texte_possible,25
1037,0x1034000,0x1037fff,4.8401,0.1303,0.0164,69,20,12,37,132,181,70,738,0,139,48,zone_indeterminee,10
1038,0x1038000,0x103bfff,6.7239,0.1268,0.0194,235,133,62,40,41,41,124,631,0,100,79,zone_compressee_possible,30
1039,0x103c000,0x103ffff,6.7138,0.1293,0.0189,236,135,61,40,181,276,120,619,0,124,61,table_pointeurs_probable,45
1040,0x1040000,0x1043fff,6.6249,0.1299,0.0227,194,120,38,36,205,304,121,639,0,125,70,table_pointeurs_probable,46
1041,0x1044000,0x1047fff,6.6193,0.1213,0.0238,225,137,52,36,40,40,72,368,0,127,71,zone_compressee_possible,30
1042,0x1048000,0x104bfff,6.4478,0.1714,0.0201,215,125,57,33,65,278,67,338,0,194,75,table_pointeurs_probable,45
1043,0x104c000,0x104ffff,3.7288,0.4081,0.0459,27,6,8,13,223,386,0,0,0,118,55,table_pointeurs_probable,48
1044,0x1050000,0x1053fff,3.6186,0.4662,0.0345,23,10,5,8,296,620,0,0,0,125,48,table_pointeurs_probable,52
1045,0x1054000,0x1057fff,4.4465,0.3554,0.0247,31,18,10,3,83,307,0,0,0,135,87,table_pointeurs_probable,46
1046,0x1058000,0x105bfff,7.3163,0.0207,0.0197,106,50,38,18,8,8,357,2459,0,123,39,table_texte_probable,50
1047,0x105c000,0x105ffff,7.6386,0.0081,0.0092,74,33,23,18,110,141,453,3433,0,130,86,table_texte_probable,55
1048,0x1060000,0x1063fff,7.6837,0.0077,0.0077,85,38,34,13,217,514,313,4299,0,140,87,table_pointeurs_probable,50
1049,0x1064000,0x1067fff,7.2214,0.0156,0.0146,189,114,59,16,11,18,155,2481,0,138,105,zone_compressee_possible,30
1050,0x1068000,0x106bfff,7.4429,0.0153,0.0118,173,118,44,11,8,23,134,3338,0,118,105,zone_compressee_possible,30
1051,0x106c000,0x106ffff,7.2217,0.0291,0.0233,154,87,55,12,102,127,153,2382,0,127,78,zone_compressee_possible,30
1052,0x1070000,0x1073fff,6.9013,0.0183,0.0198,148,95,36,17,229,649,161,1057,0,128,55,table_pointeurs_probable,53
1053,0x1074000,0x1077fff,6.6931,0.0367,0.0312,106,75,28,3,15,17,137,1276,0,140,63,zone_compressee_possible,30
1054,0x1078000,0x107bfff,7.3746,0.0135,0.0117,138,90,37,11,9,9,65,3229,0,140,81,zone_compressee_possible,30
1055,0x107c000,0x107ffff,7.1562,0.0358,0.0352,98,60,30,8,91,111,60,2094,0,156,67,zone_indeterminee,10
1056,0x1080000,0x1083fff,7.1227,0.0221,0.0243,129,90,29,10,338,1089,29,376,0,128,85,table_pointeurs_probable,62
1057,0x1084000,0x1087fff,6.7193,0.0287,0.0302,118,70,25,23,462,577,102,680,0,146,65,table_pointeurs_probable,51
1058,0x1088000,0x108bfff,6.4353,0.0891,0.0873,74,29,38,7,62,78,103,2871,0,116,55,zone_indeterminee,10
1059,0x108c000,0x108ffff,7.8274,0.0055,0.0050,91,29,42,20,48,53,342,6086,0,118,56,table_texte_probable,50
1060,0x1090000,0x1093fff,7.6340,0.0106,0.0090,144,69,47,28,168,903,300,3830,0,132,62,table_pointeurs_probable,58
1061,0x1094000,0x1097fff,7.5524,0.0100,0.0089,89,37,25,27,25,53,332,3959,0,144,68,zone_texte_possible,25
1062,0x1098000,0x109bfff,7.6832,0.0060,0.0062,167,74,64,29,14,16,428,4703,0,106,76,table_texte_probable,54
1063,0x109c000,0x109ffff,7.2233,0.0190,0.0174,151,101,41,9,1237,1672,312,2335,0,128,75,table_pointeurs_probable,73
1064,0x10a0000,0x10a3fff,7.4597,0.0151,0.0104,171,101,46,24,243,859,215,3281,0,94,66,table_pointeurs_probable,57
1065,0x10a4000,0x10a7fff,7.3047,0.0129,0.0110,146,107,29,10,5,5,133,956,0,119,60,zone_compressee_possible,30
1066,0x10a8000,0x10abfff,7.2718,0.0114,0.0128,148,89,40,19,7,7,100,1063,0,109,58,zone_compressee_possible,30
1067,0x10ac000,0x10affff,7.5008,0.0106,0.0112,104,41,38,25,21,22,225,1434,0,112,64,zone_compressee_possible,30
1068,0x10b0000,0x10b3fff,7.1224,0.0239,0.0229,171,117,44,10,268,652,186,1190,0,143,65,table_pointeurs_probable,53
1069,0x10b4000,0x10b7fff,7.0407,0.0162,0.0173,151,104,32,15,9,9,254,2382,0,138,64,zone_compressee_possible,30
1070,0x10b8000,0x10bbfff,6.9618,0.0168,0.0124,191,119,46,26,7,7,296,2178,0,133,78,zone_compressee_possible,30
1071,0x10bc000,0x10bffff,7.6317,0.0079,0.0085,98,44,25,29,33,35,444,4155,0,158,89,table_texte_probable,55
1072,0x10c0000,0x10c3fff,7.2673,0.0140,0.0145,165,102,44,19,229,471,155,1924,0,119,97,table_pointeurs_probable,49
1073,0x10c4000,0x10c7fff,7.3016,0.0126,0.0124,192,118,54,20,13,14,168,1943,0,125,101,zone_compressee_possible,30
1074,0x10c8000,0x10cbfff,6.3778,0.0567,0.0469,112,81,23,8,4,5,149,912,0,120,78,zone_compressee_possible,30
1075,0x10cc000,0x10cffff,7.2675,0.0065,0.0066,89,49,35,5,41,42,364,2602,0,129,63,table_texte_probable,51
1076,0x10d0000,0x10d3fff,7.8355,0.0053,0.0051,68,26,27,15,204,375,345,5008,0,118,69,table_texte_probable,50
1077,0x10d4000,0x10d7fff,7.8948,0.0059,0.0052,64,19,31,14,9,11,595,5030,0,101,77,table_texte_probable,62
1078,0x10d8000,0x10dbfff,7.8169,0.0151,0.0065,68,31,19,18,5,6,453,4480,0,98,103,table_texte_probable,55
1079,0x10dc000,0x10dffff,7.5227,0.0178,0.0193,86,37,27,22,32,35,354,3621,0,125,85,table_texte_probable,50
1080,0x10e0000,0x10e3fff,6.4936,0.0312,0.0286,170,131,31,8,205,309,140,961,0,116,64,table_pointeurs_probable,46
1081,0x10e4000,0x10e7fff,7.7387,0.0093,0.0065,114,53,51,10,9,11,414,4309,0,140,61,table_texte_probable,53
1082,0x10e8000,0x10ebfff,7.3962,0.0252,0.0222,91,41,33,17,5,5,83,1218,0,119,57,zone_indeterminee,10
1083,0x10ec000,0x10effff,6.7047,0.0671,0.0612,69,45,15,9,30,33,36,271,0,134,86,zone_indeterminee,10
1084,0x10f0000,0x10f3fff,7.2296,0.0154,0.0151,169,112,37,20,192,291,118,1203,0,117,79,table_pointeurs_probable,46
1085,0x10f4000,0x10f7fff,6.2618,0.0829,0.0641,22,7,6,9,8,8,188,1862,0,128,97,code_thumb_probable,50
1086,0x10f8000,0x10fbfff,6.7895,0.0475,0.0423,87,58,21,8,5,8,99,760,0,125,112,zone_indeterminee,10
1087,0x10fc000,0x10fffff,7.5073,0.0132,0.0123,97,31,35,31,43,52,475,3953,0,152,106,table_texte_probable,56
1088,0x1100000,0x1103fff,7.7404,0.0166,0.0108,95,36,36,23,220,301,295,4590,0,118,88,table_pointeurs_probable,46
1089,0x1104000,0x1107fff,7.7921,0.0081,0.0084,91,45,38,8,21,26,279,4564,0,114,72,zone_texte_possible,25
1090,0x1108000,0x110bfff,7.8360,0.0057,0.0060,93,41,32,20,13,13,318,4811,0,139,80,zone_texte_possible,25
1091,0x110c000,0x110ffff,7.8882,0.0049,0.0042,65,28,22,15,48,51,320,5518,0,131,38,zone_texte_possible,25
1092,0x1110000,0x1113fff,7.8999,0.0056,0.0051,79,37,32,10,202,280,351,5043,0,116,46,table_texte_probable,50
1093,0x1114000,0x1117fff,7.6963,0.0088,0.0091,72,31,21,20,24,25,381,3227,0,128,46,table_texte_probable,51
1094,0x1118000,0x111bfff,7.7315,0.0093,0.0077,52,21,17,14,20,24,609,3140,0,110,54,table_texte_probable,63
1095,0x111c000,0x111ffff,7.3365,0.0098,0.0099,111,50,37,24,34,35,246,1348,0,114,47,zone_compressee_possible,30
1096,0x1120000,0x1123fff,7.5233,0.0145,0.0152,92,40,41,11,177,229,179,4957,0,113,46,zone_indeterminee,10
1097,0x1124000,0x1127fff,7.2826,0.0126,0.0139,159,70,54,35,22,28,318,2748,0,107,59,zone_compressee_possible,30
1098,0x1128000,0x112bfff,7.3346,0.0135,0.0129,150,84,50,16,13,14,389,2332,0,108,67,table_texte_probable,52
1099,0x112c000,0x112ffff,7.1482,0.0149,0.0159,210,161,45,4,29,30,140,2459,0,128,56,zone_compressee_possible,30
1100,0x1130000,0x1133fff,7.6014,0.0076,0.0056,129,73,47,9,150,189,193,4912,0,146,78,zone_compressee_possible,30
1101,0x1134000,0x1137fff,7.3744,0.0109,0.0103,159,85,56,18,16,22,242,2670,0,147,64,zone_compressee_possible,30
1102,0x1138000,0x113bfff,7.5104,0.0089,0.0092,96,34,42,20,9,13,341,2368,0,122,74,zone_texte_possible,25
1103,0x113c000,0x113ffff,7.3805,0.0163,0.0144,57,30,15,12,28,33,147,2139,0,133,54,zone_indeterminee,10
1104,0x1140000,0x1143fff,7.3162,0.0155,0.0129,105,56,24,25,142,166,312,3078,0,132,76,zone_compressee_possible,30
1105,0x1144000,0x1147fff,7.4692,0.0084,0.0054,130,66,47,17,14,19,257,4595,0,86,87,zone_compressee_possible,30
1106,0x1148000,0x114bfff,7.6852,0.0073,0.0060,95,49,31,15,7,15,156,5231,0,145,58,zone_indeterminee,10
1107,0x114c000,0x114ffff,7.4293,0.0161,0.0154,109,72,27,10,14,18,76,2583,0,148,66,zone_compressee_possible,30
1108,0x1150000,0x1153fff,7.4078,0.0128,0.0105,116,56,38,22,136,161,210,3712,0,117,71,zone_compressee_possible,30
1109,0x1154000,0x1157fff,7.5244,0.0092,0.0073,129,53,46,30,16,18,368,3908,0,100,95,table_texte_probable,51
1110,0x1158000,0x115bfff,7.2965,0.0109,0.0109,102,37,40,25,8,9,249,1418,0,110,62,zone_compressee_possible,30
1111,0x115c000,0x115ffff,7.3090,0.0140,0.0126,85,35,22,28,14,19,308,1462,0,129,71,zone_texte_possible,25
1112,0x1160000,0x1163fff,6.6590,0.0366,0.0393,151,78,55,18,124,157,182,1159,0,126,82,zone_compressee_possible,30
1113,0x1164000,0x1167fff,7.5652,0.0137,0.0102,147,86,57,4,18,21,156,3475,0,120,89,zone_compressee_possible,30
1114,0x1168000,0x116bfff,7.5396,0.0107,0.0100,137,74,50,13,9,12,213,3773,0,115,72,zone_compressee_possible,30
1115,0x116c000,0x116ffff,7.3070,0.0115,0.0093,201,110,75,16,19,22,254,3360,0,108,87,zone_compressee_possible,30
1116,0x1170000,0x1173fff,7.6382,0.0089,0.0080,131,75,39,17,106,119,268,4882,0,132,56,zone_compressee_possible,30
1117,0x1174000,0x1177fff,7.8981,0.0072,0.0058,133,60,55,18,10,12,203,5343,0,149,63,zone_compressee_possible,30
1118,0x1178000,0x117bfff,7.6867,0.0090,0.0077,59,23,24,12,10,10,498,3899,0,135,59,table_texte_probable,57
1119,0x117c000,0x117ffff,7.8016,0.0060,0.0057,41,9,16,16,10,10,742,3384,0,137,62,table_texte_probable,70
1120,0x1180000,0x1183fff,7.2926,0.0132,0.0112,142,81,44,17,91,106,323,2989,0,132,110,zone_compressee_possible,30
1121,0x1184000,0x1187fff,7.3693,0.0124,0.0121,106,45,36,25,8,10,439,3210,0,114,89,table_texte_probable,54
1122,0x1188000,0x118bfff,7.2998,0.0189,0.0151,112,73,21,18,11,13,339,2079,0,127,69,zone_compressee_possible,30
1123,0x118c000,0x118ffff,7.0210,0.0245,0.0253,143,101,35,7,8,11,241,2198,0,111,69,zone_compressee_possible,30
1124,0x1190000,0x1193fff,7.4610,0.0149,0.0060,108,45,34,29,94,111,572,4259,0,101,57,table_texte_probable,61
1125,0x1194000,0x1197fff,7.6362,0.0107,0.0087,42,11,13,18,10,12,683,4292,0,111,60,table_texte_probable,67
1126,0x1198000,0x119bfff,7.7007,0.0151,0.0138,91,54,23,14,11,16,543,4962,0,117,87,table_texte_probable,60
1127,0x119c000,0x119ffff,7.6527,0.0126,0.0106,59,41,12,6,12,14,473,4021,0,104,78,table_texte_probable,56
1128,0x11a0000,0x11a3fff,7.7223,0.0081,0.0077,13,4,1,8,75,84,970,5383,0,136,59,table_texte_probable,81
1129,0x11a4000,0x11a7fff,7.6647,0.0126,0.0112,95,33,36,26,7,10,548,4466,0,113,76,table_texte_probable,60
1130,0x11a8000,0x11abfff,7.4626,0.0089,0.0088,177,86,71,20,9,13,329,3569,0,104,51,zone_compressee_possible,30
1131,0x11ac000,0x11affff,7.4038,0.0110,0.0106,145,85,49,11,11,14,190,2701,0,116,65,zone_compressee_possible,30
1132,0x11b0000,0x11b3fff,7.4993,0.0045,0.0029,26,8,9,9,56,63,432,4476,0,126,68,table_texte_probable,54
1133,0x11b4000,0x11b7fff,6.9123,0.0762,0.0727,103,50,41,12,22,29,141,1912,0,122,80,zone_compressee_possible,30
1134,0x11b8000,0x11bbfff,3.4229,0.2111,0.2023,4,4,0,0,6,6,0,0,0,133,66,zone_indeterminee,10
1135,0x11bc000,0x11bffff,5.2184,0.2312,0.1139,35,25,7,3,14,19,5,34,0,121,85,zone_indeterminee,10
1136,0x11c0000,0x11c3fff,6.2686,0.0505,0.0500,92,66,22,4,67,71,36,479,0,110,66,zone_indeterminee,10
1137,0x11c4000,0x11c7fff,5.2848,0.1613,0.1569,34,21,8,5,14,19,56,402,0,120,69,zone_indeterminee,10
1138,0x11c8000,0x11cbfff,6.9462,0.0723,0.0547,137,112,16,9,6,13,55,1330,0,111,85,zone_compressee_possible,30
1139,0x11cc000,0x11cffff,6.9159,0.0419,0.0305,117,79,30,8,10,10,152,1738,0,139,68,zone_compressee_possible,30
1140,0x11d0000,0x11d3fff,6.5591,0.0599,0.0587,94,60,23,11,80,86,205,1695,0,111,50,zone_texte_possible,25
1141,0x11d4000,0x11d7fff,6.0612,0.0688,0.0659,106,83,20,3,16,21,91,614,0,94,61,zone_compressee_possible,30
1142,0x11d8000,0x11dbfff,5.7569,0.0951,0.1151,66,53,13,0,6,11,51,1039,0,102,57,zone_indeterminee,10
1143,0x11dc000,0x11dffff,6.7695,0.0554,0.0527,106,81,21,4,13,26,78,1643,0,114,75,zone_compressee_possible,30
1144,0x11e0000,0x11e3fff,6.2769,0.0533,0.0523,111,78,26,7,67,68,99,648,0,125,75,zone_compressee_possible,30
1145,0x11e4000,0x11e7fff,6.4839,0.0521,0.0503,212,168,34,10,17,20,77,1337,0,115,44,zone_compressee_possible,30
1146,0x11e8000,0x11ebfff,7.0507,0.0220,0.0172,186,119,53,14,8,11,92,1927,0,129,40,zone_compressee_possible,30
1147,0x11ec000,0x11effff,7.1137,0.0181,0.0157,173,113,38,22,8,26,102,734,0,108,80,zone_compressee_possible,30
1148,0x11f0000,0x11f3fff,6.3630,0.0642,0.0612,95,66,20,9,63,66,14,64,0,109,87,zone_indeterminee,10
1149,0x11f4000,0x11f7fff,6.3607,0.0550,0.0420,93,65,24,4,11,11,17,81,0,102,77,zone_indeterminee,10
1150,0x11f8000,0x11fbfff,5.2138,0.1335,0.1096,91,81,10,0,14,30,22,163,0,123,114,zone_indeterminee,10
1151,0x11fc000,0x11fffff,5.4033,0.0425,0.0427,32,28,2,2,8,8,0,0,0,124,96,zone_indeterminee,10
1152,0x1200000,0x1203fff,6.7484,0.0425,0.0350,162,105,44,13,66,80,207,1427,0,107,78,zone_compressee_possible,30
1153,0x1204000,0x1207fff,7.0335,0.0552,0.0476,66,31,19,16,33,53,171,3360,0,103,77,zone_indeterminee,10
1154,0x1208000,0x120bfff,7.5163,0.0178,0.0147,148,93,42,13,17,134,209,3577,0,102,95,zone_compressee_possible,30
1155,0x120c000,0x120ffff,7.3911,0.0101,0.0072,159,66,66,27,17,20,381,3089,0,105,69,table_texte_probable,51
1156,0x1210000,0x1213fff,7.7044,0.0104,0.0066,93,43,30,20,64,107,535,3675,0,94,33,table_texte_probable,59
1157,0x1214000,0x1217fff,7.6044,0.0090,0.0074,128,82,35,11,12,16,319,3993,0,119,41,zone_compressee_possible,30
1158,0x1218000,0x121bfff,7.4826,0.0120,0.0109,101,43,32,26,9,9,459,2646,0,126,87,table_texte_probable,55
1159,0x121c000,0x121ffff,7.5845,0.0084,0.0075,118,42,36,40,16,18,521,3413,0,119,85,table_texte_probable,58
1160,0x1220000,0x1223fff,7.3403,0.0167,0.0149,112,69,30,13,63,67,344,2845,0,110,43,table_texte_probable,50
1161,0x1224000,0x1227fff,7.7061,0.0183,0.0141,77,49,16,12,26,39,479,3569,0,122,67,table_texte_probable,56
1162,0x1228000,0x122bfff,7.9032,0.0074,0.0057,58,30,12,16,19,31,502,4893,0,106,94,table_texte_probable,58
1163,0x122c000,0x122ffff,7.5295,0.0087,0.0066,88,47,24,17,19,107,396,3994,0,103,63,table_texte_probable,52
1164,0x1230000,0x1233fff,7.4835,0.0386,0.0396,173,133,40,0,60,64,45,3442,0,91,56,zone_compressee_possible,30
1165,0x1234000,0x1237fff,6.5829,0.0294,0.0429,220,178,37,5,20,21,65,1217,0,116,51,zone_compressee_possible,30
1166,0x1238000,0x123bfff,6.8918,0.0410,0.0436,117,72,34,11,5,6,91,633,0,147,54,zone_compressee_possible,30
1167,0x123c000,0x123ffff,6.9958,0.0147,0.0135,174,128,35,11,6,7,218,1767,0,121,64,zone_compressee_possible,30
1168,0x1240000,0x1243fff,7.3769,0.0149,0.0138,136,76,41,19,41,47,257,2530,0,112,61,zone_compressee_possible,30
1169,0x1244000,0x1247fff,7.6536,0.0132,0.0106,68,32,19,17,15,16,460,4032,0,141,57,table_texte_probable,55
1170,0x1248000,0x124bfff,7.8595,0.0082,0.0081,40,19,10,11,7,9,471,4683,0,119,66,table_texte_probable,56
1171,0x124c000,0x124ffff,7.9039,0.0053,0.0040,36,12,17,7,11,13,592,6050,0,102,71,table_texte_probable,62
1172,0x1250000,0x1253fff,7.8617,0.0055,0.0053,59,15,23,21,30,34,466,5751,0,103,66,table_texte_probable,56
1173,0x1254000,0x1257fff,7.8026,0.0028,0.0028,21,15,5,1,23,23,268,6782,0,111,88,zone_texte_possible,25
1174,0x1258000,0x125bfff,6.6289,0.0573,0.0552,102,81,15,6,5,6,50,1495,0,116,119,zone_compressee_possible,30
1175,0x125c000,0x125ffff,7.7752,0.0088,0.0078,83,30,32,21,5,6,495,4341,0,127,59,table_texte_probable,57
1176,0x1260000,0x1263fff,7.4605,0.0114,0.0112,134,99,19,16,26,29,291,3672,0,131,69,zone_compressee_possible,30
1177,0x1264000,0x1267fff,7.3995,0.0151,0.0124,110,49,43,18,19,19,282,2377,0,113,74,zone_compressee_possible,30
1178,0x1268000,0x126bfff,7.7047,0.0114,0.0093,94,52,22,20,8,12,322,4418,0,120,83,zone_texte_possible,25
1179,0x126c000,0x126ffff,6.8741,0.0243,0.0258,96,78,13,5,8,10,84,1755,0,100,73,zone_indeterminee,10
1180,0x1270000,0x1273fff,6.8232,0.0507,0.0496,36,22,8,6,23,29,207,1946,0,106,63,zone_texte_possible,25
1181,0x1274000,0x1277fff,7.5281,0.0112,0.0114,103,57,42,4,13,14,351,5027,0,138,47,table_texte_probable,50
1182,0x1278000,0x127bfff,6.9501,0.0215,0.0254,189,126,51,12,6,6,271,2333,0,114,64,zone_compressee_possible,30
1183,0x127c000,0x127ffff,7.4213,0.0115,0.0119,147,88,42,17,12,26,446,3469,0,145,78,table_texte_probable,55
1184,0x1280000,0x1283fff,7.4059,0.0159,0.0162,100,41,34,25,29,31,478,2914,0,118,84,table_texte_probable,56
1185,0x1284000,0x1287fff,7.1619,0.0400,0.0415,95,48,36,11,13,15,178,853,0,138,94,zone_indeterminee,10
1186,0x1288000,0x128bfff,7.7550,0.0073,0.0051,49,24,15,10,6,8,631,2983,0,106,107,table_texte_probable,64
1187,0x128c000,0x128ffff,7.7426,0.0112,0.0082,84,37,31,16,4,5,341,4439,0,138,91,zone_texte_possible,25
1188,0x1290000,0x1293fff,7.0108,0.0390,0.0352,150,100,36,14,29,32,169,1931,0,119,73,zone_compressee_possible,30
1189,0x1294000,0x1297fff,7.7489,0.0098,0.0099,69,21,32,16,20,21,489,3774,0,111,55,table_texte_probable,57
1190,0x1298000,0x129bfff,6.6223,0.0565,0.0554,94,79,10,5,5,6,232,1630,0,116,75,zone_texte_possible,25
1191,0x129c000,0x129ffff,6.6353,0.0164,0.0199,209,143,48,18,2,2,161,1149,0,151,93,zone_compressee_possible,30
1192,0x12a0000,0x12a3fff,6.7606,0.0175,0.0180,190,114,55,21,13,13,213,1414,0,133,66,zone_compressee_possible,30
1193,0x12a4000,0x12a7fff,7.6382,0.0131,0.0109,188,138,45,5,9,11,92,4283,0,134,82,zone_compressee_possible,30
1194,0x12a8000,0x12abfff,7.8340,0.0092,0.0104,113,68,36,9,5,5,147,4784,0,138,55,zone_compressee_possible,30
1195,0x12ac000,0x12affff,7.4883,0.0402,0.0316,83,49,22,12,8,8,351,3834,0,176,72,table_texte_probable,50
1196,0x12b0000,0x12b3fff,7.1264,0.0149,0.0118,119,51,54,14,21,26,252,3365,0,122,77,zone_compressee_possible,30
1197,0x12b4000,0x12b7fff,7.5350,0.0101,0.0067,120,64,35,21,16,16,466,3847,0,164,77,table_texte_probable,56
1198,0x12b8000,0x12bbfff,7.2799,0.0118,0.0109,175,105,50,20,9,9,269,2619,0,142,78,zone_compressee_possible,30
1199,0x12bc000,0x12bffff,7.1940,0.0160,0.0158,170,118,47,5,5,5,110,3233,0,142,63,zone_compressee_possible,30
1200,0x12c0000,0x12c3fff,7.1717,0.0162,0.0152,201,148,48,5,23,24,88,3186,0,126,50,zone_compressee_possible,30
1201,0x12c4000,0x12c7fff,7.4611,0.0118,0.0115,184,120,61,3,18,18,113,4197,0,138,49,zone_compressee_possible,30
1202,0x12c8000,0x12cbfff,7.2644,0.0132,0.0112,211,152,50,9,5,5,127,2279,0,153,45,zone_compressee_possible,30
1203,0x12cc000,0x12cffff,7.2010,0.0184,0.0183,72,45,20,7,7,7,295,1840,0,142,54,zone_texte_possible,25
1204,0x12d0000,0x12d3fff,7.2645,0.0159,0.0142,153,89,54,10,19,20,242,3036,0,125,43,zone_compressee_possible,30
1205,0x12d4000,0x12d7fff,7.5751,0.0080,0.0087,161,70,66,25,19,19,317,4184,0,119,37,zone_compressee_possible,30
